start,end,text,words,speaker
4886.753,4889.076,Denn wir bringen Deutschland voran.,"[{'word': 'Denn', 'start': np.float64(4886.753), 'end': np.float64(4886.954), 'score': np.float64(0.966), 'speaker': 'SPEAKER_15'}, {'word': 'wir', 'start': np.float64(4886.994), 'end': np.float64(4887.374), 'score': np.float64(0.972), 'speaker': 'SPEAKER_15'}, {'word': 'bringen', 'start': np.float64(4887.394), 'end': np.float64(4887.855), 'score': np.float64(0.885), 'speaker': 'SPEAKER_15'}, {'word': 'Deutschland', 'start': np.float64(4887.875), 'end': np.float64(4888.435), 'score': np.float64(0.717), 'speaker': 'SPEAKER_15'}, {'word': 'voran.', 'start': np.float64(4888.475), 'end': np.float64(4889.076), 'score': np.float64(0.82), 'speaker': 'SPEAKER_15'}]",SPEAKER_15
4893.899,4903.553, Der nächste Redner in dieser Debatte ist Alexander Arpaci für die AfD-Fraktion.,"[{'word': 'Der', 'start': np.float64(4893.899), 'end': np.float64(4894.139), 'score': np.float64(0.781), 'speaker': 'SPEAKER_20'}, {'word': 'nächste', 'start': np.float64(4894.179), 'end': np.float64(4894.46), 'score': np.float64(0.813), 'speaker': 'SPEAKER_20'}, {'word': 'Redner', 'start': np.float64(4894.48), 'end': np.float64(4894.76), 'score': np.float64(0.865), 'speaker': 'SPEAKER_20'}, {'word': 'in', 'start': np.float64(4894.8), 'end': np.float64(4894.9), 'score': np.float64(0.668), 'speaker': 'SPEAKER_20'}, {'word': 'dieser', 'start': np.float64(4894.941), 'end': np.float64(4895.161), 'score': np.float64(0.866), 'speaker': 'SPEAKER_20'}, {'word': 'Debatte', 'start': np.float64(4895.201), 'end': np.float64(4895.582), 'score': np.float64(0.989), 'speaker': 'SPEAKER_20'}, {'word': 'ist', 'start': np.float64(4895.622), 'end': np.float64(4895.762), 'score': np.float64(0.824), 'speaker': 'SPEAKER_20'}, {'word': 'Alexander', 'start': np.float64(4895.802), 'end': np.float64(4896.323), 'score': np.float64(0.823), 'speaker': 'SPEAKER_20'}, {'word': 'Arpaci', 'start': np.float64(4896.383), 'end': np.float64(4896.903), 'score': np.float64(0.739), 'speaker': 'SPEAKER_20'}, {'word': 'für', 'start': np.float64(4896.944), 'end': np.float64(4897.044), 'score': np.float64(0.993), 'speaker': 'SPEAKER_20'}, {'word': 'die', 'start': np.float64(4897.084), 'end': np.float64(4897.184), 'score': np.float64(0.823), 'speaker': 'SPEAKER_20'}, {'word': 'AfD-Fraktion.', 'start': np.float64(4897.324), 'end': np.float64(4903.553), 'score': np.float64(0.912), 'speaker': 'SPEAKER_20'}]",SPEAKER_20
4903.593,4905.316,Sehr geehrte Frau Präsidentin!,"[{'word': 'Sehr', 'start': np.float64(4903.593), 'end': np.float64(4903.694), 'score': np.float64(0.707), 'speaker': 'SPEAKER_01'}, {'word': 'geehrte', 'start': np.float64(4903.714), 'end': np.float64(4903.974), 'score': np.float64(0.716), 'speaker': 'SPEAKER_01'}, {'word': 'Frau', 'start': np.float64(4903.994), 'end': np.float64(4904.214), 'score': np.float64(0.791), 'speaker': 'SPEAKER_01'}, {'word': 'Präsidentin!', 'start': np.float64(4904.234), 'end': np.float64(4905.316), 'score': np.float64(0.878), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4905.336,4908.08,"Frau Lindholz, herzlichen Glückwunsch.","[{'word': 'Frau', 'start': np.float64(4905.336), 'end': np.float64(4905.476), 'score': np.float64(0.856), 'speaker': 'SPEAKER_01'}, {'word': 'Lindholz,', 'start': np.float64(4905.516), 'end': np.float64(4907.599), 'score': np.float64(0.404), 'speaker': 'SPEAKER_01'}, {'word': 'herzlichen', 'start': np.float64(4907.619), 'end': np.float64(4907.82), 'score': np.float64(0.0)}, {'word': 'Glückwunsch.', 'start': np.float64(4907.84), 'end': np.float64(4908.08), 'score': np.float64(0.075), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4908.1,4909.943,Sehr geehrte Kollegen!,"[{'word': 'Sehr', 'start': np.float64(4908.1), 'end': np.float64(4908.22), 'score': np.float64(0.803), 'speaker': 'SPEAKER_01'}, {'word': 'geehrte', 'start': np.float64(4908.24), 'end': np.float64(4908.581), 'score': np.float64(0.732), 'speaker': 'SPEAKER_01'}, {'word': 'Kollegen!', 'start': np.float64(4908.621), 'end': np.float64(4909.943), 'score': np.float64(0.775), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4910.003,4912.086,"Herr Minister, am 10.","[{'word': 'Herr', 'start': np.float64(4910.003), 'end': np.float64(4910.143), 'score': np.float64(0.879), 'speaker': 'SPEAKER_01'}, {'word': 'Minister,', 'start': np.float64(4910.163), 'end': np.float64(4910.504), 'score': np.float64(0.898), 'speaker': 'SPEAKER_01'}, {'word': 'am', 'start': np.float64(4911.525), 'end': np.float64(4911.645), 'score': np.float64(0.884), 'speaker': 'SPEAKER_01'}, {'word': '10.', 'start': np.float64(4911.665), 'end': np.float64(4912.086), 'score': np.float64(0.856), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4912.126,4915.411,"Juli stand ich schon mal hier und habe Sie gebeten, in die Puschen zu kommen.","[{'word': 'Juli', 'start': np.float64(4912.126), 'end': np.float64(4912.547), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'stand', 'start': np.float64(4912.587), 'end': np.float64(4912.787), 'score': np.float64(0.82), 'speaker': 'SPEAKER_01'}, {'word': 'ich', 'start': np.float64(4912.827), 'end': np.float64(4912.907), 'score': np.float64(0.877), 'speaker': 'SPEAKER_01'}, {'word': 'schon', 'start': np.float64(4912.927), 'end': np.float64(4913.068), 'score': np.float64(0.783), 'speaker': 'SPEAKER_01'}, {'word': 'mal', 'start': np.float64(4913.168), 'end': np.float64(4913.328), 'score': np.float64(0.839), 'speaker': 'SPEAKER_01'}, {'word': 'hier', 'start': np.float64(4913.348), 'end': np.float64(4913.488), 'score': np.float64(0.74), 'speaker': 'SPEAKER_01'}, {'word': 'und', 'start': np.float64(4913.528), 'end': np.float64(4913.608), 'score': np.float64(0.856), 'speaker': 'SPEAKER_01'}, {'word': 'habe', 'start': np.float64(4913.628), 'end': np.float64(4913.769), 'score': np.float64(0.89), 'speaker': 'SPEAKER_01'}, {'word': 'Sie', 'start': np.float64(4913.809), 'end': np.float64(4913.909), 'score': np.float64(0.886), 'speaker': 'SPEAKER_01'}, {'word': 'gebeten,', 'start': np.float64(4913.949), 'end': np.float64(4914.39), 'score': np.float64(0.97), 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': np.float64(4914.41), 'end': np.float64(4914.51), 'score': np.float64(0.818), 'speaker': 'SPEAKER_01'}, {'word': 'die', 'start': np.float64(4914.53), 'end': np.float64(4914.67), 'score': np.float64(0.894), 'speaker': 'SPEAKER_01'}, {'word': 'Puschen', 'start': np.float64(4914.71), 'end': np.float64(4915.01), 'score': np.float64(0.902), 'speaker': 'SPEAKER_01'}, {'word': 'zu', 'start': np.float64(4915.05), 'end': np.float64(4915.151), 'score': np.float64(0.938), 'speaker': 'SPEAKER_01'}, {'word': 'kommen.', 'start': np.float64(4915.211), 'end': np.float64(4915.411), 'score': np.float64(0.918), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4917.053,4918.776,Das ist erkennbar nicht geschehen.,"[{'word': 'Das', 'start': np.float64(4917.053), 'end': np.float64(4917.194), 'score': np.float64(0.849), 'speaker': 'SPEAKER_01'}, {'word': 'ist', 'start': np.float64(4917.234), 'end': np.float64(4917.334), 'score': np.float64(0.69), 'speaker': 'SPEAKER_01'}, {'word': 'erkennbar', 'start': np.float64(4917.394), 'end': np.float64(4917.855), 'score': np.float64(0.87), 'speaker': 'SPEAKER_01'}, {'word': 'nicht', 'start': np.float64(4917.875), 'end': np.float64(4918.155), 'score': np.float64(0.853), 'speaker': 'SPEAKER_01'}, {'word': 'geschehen.', 'start': np.float64(4918.195), 'end': np.float64(4918.776), 'score': np.float64(0.848), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4919.65,4923.741, Inzwischen fallen Sie im Betrieb der Altpartei nicht mehr auf.,"[{'word': 'Inzwischen', 'start': np.float64(4919.65), 'end': np.float64(4921.315), 'score': np.float64(0.813), 'speaker': 'SPEAKER_01'}, {'word': 'fallen', 'start': np.float64(4921.375), 'end': np.float64(4921.575), 'score': np.float64(0.87), 'speaker': 'SPEAKER_01'}, {'word': 'Sie', 'start': np.float64(4921.615), 'end': np.float64(4921.696), 'score': np.float64(0.698), 'speaker': 'SPEAKER_01'}, {'word': 'im', 'start': np.float64(4921.716), 'end': np.float64(4921.816), 'score': np.float64(0.668), 'speaker': 'SPEAKER_01'}, {'word': 'Betrieb', 'start': np.float64(4921.856), 'end': np.float64(4922.217), 'score': np.float64(0.885), 'speaker': 'SPEAKER_01'}, {'word': 'der', 'start': np.float64(4922.257), 'end': np.float64(4922.337), 'score': np.float64(0.824), 'speaker': 'SPEAKER_01'}, {'word': 'Altpartei', 'start': np.float64(4922.378), 'end': np.float64(4922.879), 'score': np.float64(0.819), 'speaker': 'SPEAKER_01'}, {'word': 'nicht', 'start': np.float64(4922.919), 'end': np.float64(4923.059), 'score': np.float64(0.815), 'speaker': 'SPEAKER_01'}, {'word': 'mehr', 'start': np.float64(4923.079), 'end': np.float64(4923.28), 'score': np.float64(0.792), 'speaker': 'SPEAKER_01'}, {'word': 'auf.', 'start': np.float64(4923.32), 'end': np.float64(4923.741), 'score': np.float64(0.724), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4923.761,4928.915,"Sie reihen sich ein in die politischen Versager der ehemaligen GroKo, der Ampel.","[{'word': 'Sie', 'start': np.float64(4923.761), 'end': np.float64(4923.862), 'score': np.float64(0.824), 'speaker': 'SPEAKER_01'}, {'word': 'reihen', 'start': np.float64(4923.942), 'end': np.float64(4924.203), 'score': np.float64(0.816), 'speaker': 'SPEAKER_01'}, {'word': 'sich', 'start': np.float64(4924.243), 'end': np.float64(4924.463), 'score': np.float64(0.826), 'speaker': 'SPEAKER_01'}, {'word': 'ein', 'start': np.float64(4924.523), 'end': np.float64(4924.764), 'score': np.float64(0.754), 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': np.float64(4924.804), 'end': np.float64(4924.864), 'score': np.float64(0.96), 'speaker': 'SPEAKER_01'}, {'word': 'die', 'start': np.float64(4924.904), 'end': np.float64(4925.005), 'score': np.float64(0.846), 'speaker': 'SPEAKER_01'}, {'word': 'politischen', 'start': np.float64(4925.025), 'end': np.float64(4925.486), 'score': np.float64(0.824), 'speaker': 'SPEAKER_01'}, {'word': 'Versager', 'start': np.float64(4925.546), 'end': np.float64(4926.469), 'score': np.float64(0.863), 'speaker': 'SPEAKER_01'}, {'word': 'der', 'start': np.float64(4926.489), 'end': np.float64(4926.589), 'score': np.float64(0.8), 'speaker': 'SPEAKER_01'}, {'word': 'ehemaligen', 'start': np.float64(4926.629), 'end': np.float64(4927.01), 'score': np.float64(0.504), 'speaker': 'SPEAKER_01'}, {'word': 'GroKo,', 'start': np.float64(4927.05), 'end': np.float64(4927.833), 'score': np.float64(0.957), 'speaker': 'SPEAKER_01'}, {'word': 'der', 'start': np.float64(4927.873), 'end': np.float64(4927.993), 'score': np.float64(0.969), 'speaker': 'SPEAKER_01'}, {'word': 'Ampel.', 'start': np.float64(4928.053), 'end': np.float64(4928.915), 'score': np.float64(0.821), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4928.936,4934.571,"Sie sind auf das Niveau von Verena Hubertz, Dorothee Bär und Annalena Baerbock gesunken.","[{'word': 'Sie', 'start': np.float64(4928.936), 'end': np.float64(4929.036), 'score': np.float64(0.854), 'speaker': 'SPEAKER_01'}, {'word': 'sind', 'start': np.float64(4929.076), 'end': np.float64(4929.216), 'score': np.float64(0.984), 'speaker': 'SPEAKER_01'}, {'word': 'auf', 'start': np.float64(4929.256), 'end': np.float64(4929.357), 'score': np.float64(0.951), 'speaker': 'SPEAKER_01'}, {'word': 'das', 'start': np.float64(4929.397), 'end': np.float64(4929.557), 'score': np.float64(0.946), 'speaker': 'SPEAKER_01'}, {'word': 'Niveau', 'start': np.float64(4929.597), 'end': np.float64(4930.359), 'score': np.float64(0.78), 'speaker': 'SPEAKER_01'}, {'word': 'von', 'start': np.float64(4930.4), 'end': np.float64(4930.761), 'score': np.float64(0.865), 'speaker': 'SPEAKER_01'}, {'word': 'Verena', 'start': np.float64(4930.821), 'end': np.float64(4931.202), 'score': np.float64(0.863), 'speaker': 'SPEAKER_01'}, {'word': 'Hubertz,', 'start': np.float64(4931.242), 'end': np.float64(4931.683), 'score': np.float64(0.646), 'speaker': 'SPEAKER_01'}, {'word': 'Dorothee', 'start': np.float64(4931.703), 'end': np.float64(4932.184), 'score': np.float64(0.572), 'speaker': 'SPEAKER_01'}, {'word': 'Bär', 'start': np.float64(4932.205), 'end': np.float64(4932.786), 'score': np.float64(0.783), 'speaker': 'SPEAKER_01'}, {'word': 'und', 'start': np.float64(4932.826), 'end': np.float64(4933.027), 'score': np.float64(0.949), 'speaker': 'SPEAKER_01'}, {'word': 'Annalena', 'start': np.float64(4933.047), 'end': np.float64(4933.528), 'score': np.float64(0.607), 'speaker': 'SPEAKER_01'}, {'word': 'Baerbock', 'start': np.float64(4933.568), 'end': np.float64(4933.889), 'score': np.float64(0.66), 'speaker': 'SPEAKER_01'}, {'word': 'gesunken.', 'start': np.float64(4933.909), 'end': np.float64(4934.571), 'score': np.float64(0.966), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4935.496,4940.943," Sie haben keinen Einzelplan 25 vorgelegt, für 26 gibt es auch keinen.","[{'word': 'Sie', 'start': np.float64(4935.496), 'end': np.float64(4935.736), 'score': np.float64(0.58), 'speaker': 'SPEAKER_01'}, {'word': 'haben', 'start': np.float64(4935.776), 'end': np.float64(4936.037), 'score': np.float64(0.896), 'speaker': 'SPEAKER_01'}, {'word': 'keinen', 'start': np.float64(4936.057), 'end': np.float64(4936.357), 'score': np.float64(0.55), 'speaker': 'SPEAKER_01'}, {'word': 'Einzelplan', 'start': np.float64(4936.397), 'end': np.float64(4937.078), 'score': np.float64(0.822), 'speaker': 'SPEAKER_01'}, {'word': '25', 'start': np.float64(4937.098), 'end': np.float64(4937.939), 'score': np.float64(0.768), 'speaker': 'SPEAKER_01'}, {'word': 'vorgelegt,', 'start': np.float64(4937.979), 'end': np.float64(4938.54), 'score': np.float64(0.573), 'speaker': 'SPEAKER_01'}, {'word': 'für', 'start': np.float64(4938.56), 'end': np.float64(4938.74), 'score': np.float64(0.938), 'speaker': 'SPEAKER_01'}, {'word': '26', 'start': np.float64(4938.76), 'end': np.float64(4939.481), 'score': np.float64(0.632), 'speaker': 'SPEAKER_01'}, {'word': 'gibt', 'start': np.float64(4939.521), 'end': np.float64(4939.661), 'score': np.float64(0.756), 'speaker': 'SPEAKER_01'}, {'word': 'es', 'start': np.float64(4939.681), 'end': np.float64(4939.922), 'score': np.float64(0.678), 'speaker': 'SPEAKER_01'}, {'word': 'auch', 'start': np.float64(4939.942), 'end': np.float64(4940.202), 'score': np.float64(0.675), 'speaker': 'SPEAKER_01'}, {'word': 'keinen.', 'start': np.float64(4940.242), 'end': np.float64(4940.943), 'score': np.float64(0.859), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4940.963,4951.677,"Und es hat den Anschein, dass dieses Ministerium nur gegründet wurde, damit der Herr Amthor auf legalem Wege ein höheres Einkommen erzielen kann und nicht mehr gezwungen ist, windigen Geschäften nachzugehen.","[{'word': 'Und', 'start': np.float64(4940.963), 'end': np.float64(4941.063), 'score': np.float64(0.772), 'speaker': 'SPEAKER_01'}, {'word': 'es', 'start': np.float64(4941.103), 'end': np.float64(4941.183), 'score': np.float64(0.938), 'speaker': 'SPEAKER_01'}, {'word': 'hat', 'start': np.float64(4941.203), 'end': np.float64(4941.343), 'score': np.float64(0.939), 'speaker': 'SPEAKER_01'}, {'word': 'den', 'start': np.float64(4941.363), 'end': np.float64(4941.524), 'score': np.float64(0.873), 'speaker': 'SPEAKER_01'}, {'word': 'Anschein,', 'start': np.float64(4941.584), 'end': np.float64(4941.984), 'score': np.float64(0.805), 'speaker': 'SPEAKER_01'}, {'word': 'dass', 'start': np.float64(4942.024), 'end': np.float64(4942.245), 'score': np.float64(0.938), 'speaker': 'SPEAKER_01'}, {'word': 'dieses', 'start': np.float64(4942.285), 'end': np.float64(4942.565), 'score': np.float64(0.765), 'speaker': 'SPEAKER_01'}, {'word': 'Ministerium', 'start': np.float64(4942.605), 'end': np.float64(4943.246), 'score': np.float64(0.817), 'speaker': 'SPEAKER_01'}, {'word': 'nur', 'start': np.float64(4943.286), 'end': np.float64(4943.426), 'score': np.float64(0.899), 'speaker': 'SPEAKER_01'}, {'word': 'gegründet', 'start': np.float64(4943.466), 'end': np.float64(4943.907), 'score': np.float64(0.924), 'speaker': 'SPEAKER_01'}, {'word': 'wurde,', 'start': np.float64(4943.947), 'end': np.float64(4944.528), 'score': np.float64(0.938), 'speaker': 'SPEAKER_01'}, {'word': 'damit', 'start': np.float64(4944.548), 'end': np.float64(4944.788), 'score': np.float64(0.942), 'speaker': 'SPEAKER_01'}, {'word': 'der', 'start': np.float64(4944.808), 'end': np.float64(4944.908), 'score': np.float64(0.809), 'speaker': 'SPEAKER_01'}, {'word': 'Herr', 'start': np.float64(4944.948), 'end': np.float64(4945.128), 'score': np.float64(0.862), 'speaker': 'SPEAKER_01'}, {'word': 'Amthor', 'start': np.float64(4945.188), 'end': np.float64(4945.589), 'score': np.float64(0.761), 'speaker': 'SPEAKER_01'}, {'word': 'auf', 'start': np.float64(4945.609), 'end': np.float64(4945.809), 'score': np.float64(0.914), 'speaker': 'SPEAKER_01'}, {'word': 'legalem', 'start': np.float64(4945.849), 'end': np.float64(4946.47), 'score': np.float64(0.996), 'speaker': 'SPEAKER_01'}, {'word': 'Wege', 'start': np.float64(4946.53), 'end': np.float64(4946.991), 'score': np.float64(0.985), 'speaker': 'SPEAKER_01'}, {'word': 'ein', 'start': np.float64(4947.011), 'end': np.float64(4947.111), 'score': np.float64(0.658), 'speaker': 'SPEAKER_01'}, {'word': 'höheres', 'start': np.float64(4947.151), 'end': np.float64(4947.511), 'score': np.float64(0.842), 'speaker': 'SPEAKER_01'}, {'word': 'Einkommen', 'start': np.float64(4947.551), 'end': np.float64(4947.952), 'score': np.float64(0.913), 'speaker': 'SPEAKER_01'}, {'word': 'erzielen', 'start': np.float64(4948.012), 'end': np.float64(4948.392), 'score': np.float64(0.827), 'speaker': 'SPEAKER_01'}, {'word': 'kann', 'start': np.float64(4948.413), 'end': np.float64(4948.593), 'score': np.float64(0.924), 'speaker': 'SPEAKER_01'}, {'word': 'und', 'start': np.float64(4948.613), 'end': np.float64(4948.713), 'score': np.float64(0.746), 'speaker': 'SPEAKER_01'}, {'word': 'nicht', 'start': np.float64(4948.733), 'end': np.float64(4948.853), 'score': np.float64(0.807), 'speaker': 'SPEAKER_01'}, {'word': 'mehr', 'start': np.float64(4948.893), 'end': np.float64(4949.053), 'score': np.float64(0.826), 'speaker': 'SPEAKER_01'}, {'word': 'gezwungen', 'start': np.float64(4949.093), 'end': np.float64(4949.454), 'score': np.float64(0.836), 'speaker': 'SPEAKER_01'}, {'word': 'ist,', 'start': np.float64(4949.474), 'end': np.float64(4949.654), 'score': np.float64(0.657), 'speaker': 'SPEAKER_01'}, {'word': 'windigen', 'start': np.float64(4949.674), 'end': np.float64(4950.155), 'score': np.float64(0.882), 'speaker': 'SPEAKER_01'}, {'word': 'Geschäften', 'start': np.float64(4950.175), 'end': np.float64(4950.695), 'score': np.float64(0.815), 'speaker': 'SPEAKER_01'}, {'word': 'nachzugehen.', 'start': np.float64(4950.735), 'end': np.float64(4951.677), 'score': np.float64(0.903), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4951.697,4956.883,"Ich sage nur, Augustus Intelligence, hatten wir alles schon.","[{'word': 'Ich', 'start': np.float64(4951.697), 'end': np.float64(4951.777), 'score': np.float64(0.518), 'speaker': 'SPEAKER_01'}, {'word': 'sage', 'start': np.float64(4951.817), 'end': np.float64(4951.997), 'score': np.float64(0.833), 'speaker': 'SPEAKER_01'}, {'word': 'nur,', 'start': np.float64(4952.017), 'end': np.float64(4952.418), 'score': np.float64(0.821), 'speaker': 'SPEAKER_01'}, {'word': 'Augustus', 'start': np.float64(4952.458), 'end': np.float64(4952.958), 'score': np.float64(0.863), 'speaker': 'SPEAKER_01'}, {'word': 'Intelligence,', 'start': np.float64(4952.998), 'end': np.float64(4953.799), 'score': np.float64(0.617), 'speaker': 'SPEAKER_01'}, {'word': 'hatten', 'start': np.float64(4953.819), 'end': np.float64(4954.04), 'score': np.float64(0.598), 'speaker': 'SPEAKER_01'}, {'word': 'wir', 'start': np.float64(4954.08), 'end': np.float64(4954.2), 'score': np.float64(0.138), 'speaker': 'SPEAKER_01'}, {'word': 'alles', 'start': np.float64(4954.22), 'end': np.float64(4954.42), 'score': np.float64(0.512), 'speaker': 'SPEAKER_01'}, {'word': 'schon.', 'start': np.float64(4954.46), 'end': np.float64(4956.883), 'score': np.float64(0.824), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4956.903,4959.927,Meine letzten Reden hatten Digitalisierung zum Thema.,"[{'word': 'Meine', 'start': np.float64(4956.903), 'end': np.float64(4957.104), 'score': np.float64(0.863), 'speaker': 'SPEAKER_01'}, {'word': 'letzten', 'start': np.float64(4957.124), 'end': np.float64(4957.464), 'score': np.float64(0.805), 'speaker': 'SPEAKER_01'}, {'word': 'Reden', 'start': np.float64(4957.504), 'end': np.float64(4957.764), 'score': np.float64(0.738), 'speaker': 'SPEAKER_01'}, {'word': 'hatten', 'start': np.float64(4957.784), 'end': np.float64(4958.065), 'score': np.float64(0.69), 'speaker': 'SPEAKER_01'}, {'word': 'Digitalisierung', 'start': np.float64(4958.105), 'end': np.float64(4958.926), 'score': np.float64(0.836), 'speaker': 'SPEAKER_01'}, {'word': 'zum', 'start': np.float64(4958.986), 'end': np.float64(4959.146), 'score': np.float64(0.986), 'speaker': 'SPEAKER_01'}, {'word': 'Thema.', 'start': np.float64(4959.206), 'end': np.float64(4959.927), 'score': np.float64(0.871), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
4959.947,4964.473,"Heute will ich über Staatsmodernisierung sprechen, denn die gehört ja auch zu Ihrem Aufgabenbereich.","[{'word': 'Heute', 'start': np.float64(4959.947), 'end': np.float64(4960.087), 'score': np.float64(0.965), 'speaker': 'SPEAKER_01'}, {'word': 'will', 'start': np.float64(4960.107), 'end': np.float64(4960.208), 'score': np.float64(0.604), 'speaker': 'SPEAKER_01'}, {'word': 'ich', 'start': np.float64(4960.228), 'end': np.float64(4960.308), 'score': np.float64(0.714), 'speaker': 'SPEAKER_01'}, {'word': 'über', 'start': np.float64(4960.348), 'end': np.float64(4960.528), 'score': np.float64(0.948), 'speaker': 'SPEAKER_01'}, {'word': 'Staatsmodernisierung', 'start': np.float64(4960.568), 'end': np.float64(4961.529), 'score': np.float64(0.902), 'speaker': 'SPEAKER_01'}, {'word': 'sprechen,', 'start': np.float64(4961.589), 'end': np.float64(4962.11), 'score': np.float64(0.842), 'speaker': 'SPEAKER_01'}, {'word': 'denn', 'start': np.float64(4962.13), 'end': np.float64(4962.27), 'score': np.float64(0.854), 'speaker': 'SPEAKER_01'}, {'word': 'die', 'start': np.float64(4962.31), 'end': np.float64(4962.39), 'score': np.float64(0.851), 'speaker': 'SPEAKER_01'}, {'word': 'gehört', 'start': np.float64(4962.41), 'end': np.float64(4962.651), 'score': np.float64(0.899), 'speaker': 'SPEAKER_01'}, {'word': 'ja', 'start': np.float64(4962.671), 'end': np.float64(4962.771), 'score': np.float64(0.826), 'speaker': 'SPEAKER_01'}, {'word': 'auch', 'start': np.float64(4962.811), 'end': np.float64(4962.931), 'score': np.float64(0.792), 'speaker': 'SPEAKER_01'}, {'word': 'zu', 'start': np.float64(4962.971), 'end': np.float64(4963.051), 'score': np.float64(0.422), 'speaker': 'SPEAKER_01'}, {'word': 'Ihrem', 'start': np.float64(4963.091), 'end': np.float64(4963.271), 'score': np.float64(0.379), 'speaker': 'SPEAKER_01'}, {'word': 'Aufgabenbereich.', 'start': np.float64(4963.312), 'end': np.float64(4964.473), 'score': np.float64(0.815), 'speaker': 'SPEAKER_01'}]",SPEAKER_01
